 ANALYZE public.folderdocument_1_prt_tid2813207357_2_prt_month201602; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 3273664 and value (limited to 100 characters): ' CF8A43D1A8EEF0BC BrokerDealer=False 67AA85AC2CBD9941 Trader=False D9F5A1AF35A8D01C  2AD9F4F3DDF7F75' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1188432292_2_prt_month201605; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 864698 and value (limited to 100 characters): 'F9C2AF02E808FB97 SMTP aa14279@imcnam.ssmb.com aa14279@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1201087529_2_prt_month201605; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 48449 and value (limited to 100 characters): 'FF15BCD370DB5411 SMTP aa64498@imcnam.ssmb.com aa64498@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2532142070_2_prt_month201605; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 2004219 and value (limited to 100 characters): ' BrokerDealer=False 67AA85AC2CBD9941 Trader=False D9F5A1AF35A8D01C Regioncode=NAM FB617FC110AD9340 C' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2939846399_2_prt_month201608; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 496918 and value (limited to 100 characters): 'A2223604AA60A5B1 SMTP ab58312@imcap.ap.ssmb.com ab58312@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid4070911513_2_prt_month201610; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1031663 and value (limited to 100 characters): ' Regioncode=NAM FB617FC110AD9340 Countrycode=US DE83E5530EEA1F8B Locationcode=27969 8E63A227337A002C' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid4002597080_2_prt_month201607; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 393617 and value (limited to 100 characters): 'F9C2AF02E808FB97 SMTP aa14279@imcnam.ssmb.com aa14279@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1555674818_2_prt_month201509; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 964253 and value (limited to 100 characters): 'F0B6559A5D4FCC02 SMTP dl.em.global.credit.sales@imcnam.ssmb.com dl.em.global.credit.sales@imcnam.ssm' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid903005342_2_prt_month201507; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 796895 and value (limited to 100 characters): ' Countrycode=THA 9FC22E6196B4EFFD Locationcode=41524 B9FFEF978D6F5500 GOCcode=14726404 B38DEB5694D81' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1955742280_2_prt_month201606; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 48233 and value (limited to 100 characters): 'C65A35404F1E407B SMTP az38359@imcap.ap.ssmb.com az38359@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2532142070_2_prt_month201606; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 4281873 and value (limited to 100 characters): ' lh32883@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regioncode=NAM FB617FC110AD9340 Countrycode=US DE' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1555674818_2_prt_month201606; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1254457 and value (limited to 100 characters): '  imceu.eu.ssmb.com  Regioncode=EMEA ABA5E8E2C8BD9A84 Countrycode=GB A933F3993168C921 Locationcode=2' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1601715309_2_prt_month201606; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1781930 and value (limited to 100 characters): ' EDDE629C3A65656F Countrycode=IN A9F12CA855F31BE4 Locationcode=44559 66684A77C69E87 GOCcode=155353QZ' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid73151899_2_prt_month201508; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 39060 and value (limited to 100 characters): 'CD23192B3CDE0EE0 SMTP aa40305@imcnam.ssmb.com aa40305@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1317611601_2_prt_month201605; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 48395 and value (limited to 100 characters): 'C2D0D3B5E5B75051 SMTP ad16845@imceu.eu.ssmb.com ad16845@imceu.eu.ssmb.com FFDED819 imceu.eu.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2068557872_2_prt_month201510; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 30245 and value (limited to 100 characters): '9FCBB04DE4B043E6 SMTP ag23779@imceu.eu.ssmb.com ag23779@imceu.eu.ssmb.com FFDED819 imceu.eu.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1955742280_2_prt_month201510; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 173127 and value (limited to 100 characters): 'AE99916905B1542C SMTP zz69260@imcap.ap.ssmb.com zz69260@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1555674818_2_prt_month201510; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 43062 and value (limited to 100 characters): 'DEC38C6E0B4E2E55 SMTP 8861051@imcap.ap.ssmb.com 8861051@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1317611601_2_prt_month201510; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 2029993 and value (limited to 100 characters): ' ra05079@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com  Regioncode=APAC EDDE629C3A65656F Countrycode=' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid821590848_2_prt_month201510; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1899321 and value (limited to 100 characters): 'A6E7EB5F656C8460 SMTP gbkgglobaldirectors@imcnam.ssmb.com gbkgglobaldirectors@imcnam.ssmb.com 5E616A' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1201087529_2_prt_month201511; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 50980 and value (limited to 100 characters): 'EA1976958BB3CF8E SMTP ab16405@imcap.ap.ssmb.com ab16405@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1188432292_2_prt_month201511; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 308186 and value (limited to 100 characters): 'A8D59FBDAA3BFE09 SMTP *ap_sg_rito_maintenance@imcnam.ssmb.com *ap_sg_rito_maintenance@imcnam.ssmb.co' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid3531157022_2_prt_month201608; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 764906 and value (limited to 100 characters): '9480901F5799F0EF SMTP aa72676@imceu.eu.ssmb.com aa72676@imceu.eu.ssmb.com FFDED819 imceu.eu.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid4002597080_2_prt_month201608; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 228812 and value (limited to 100 characters): 'F133CAAD1CD685CE SMTP aa93530@imcap.ap.ssmb.com aa93530@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1317611601_2_prt_month201503; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 28652 and value (limited to 100 characters): 'E7A529A234F723A1 SMTP ab76786@imcap.ap.ssmb.com ab76786@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2272465491_2_prt_month201503; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 80289 and value (limited to 100 characters): '3032EB8C4DC629F7 SMTP ab23683@imcnam.ssmb.com ab23683@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1601715309_2_prt_month201503; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1187283 and value (limited to 100 characters): 'FFD1DBC333868A82 SMTP dl.gt.emea.autosys.e3.users@imceu.eu.ssmb.com dl.gt.emea.autosys.e3.users@imce' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid453607739_2_prt_month201503; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 504693 and value (limited to 100 characters): 'CBDEE404C936E818 SMTP aa02069@imcnam.ssmb.com aa02069@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid4201977955_2_prt_month201504; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 43086 and value (limited to 100 characters): 'F1C45B9AEE12525D SMTP ah53776@imcnam.ssmb.com ah53776@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2519565350_2_prt_month201504; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 50045 and value (limited to 100 characters): 'D7EB84A8254F10B7 SMTP aa05151@imcap.ap.ssmb.com aa05151@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid714265514_2_prt_month201504; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 82830 and value (limited to 100 characters): 'ED822E17AAE8C525 SMTP rl90052@imceu.eu.ssmb.com rl90052@imceu.eu.ssmb.com FFDED819 imceu.eu.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid3005081385_2_prt_month201505; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 439797 and value (limited to 100 characters): 'D99F035C61CE3AA9 SMTP dl.gct.sg.gct.g2c.deployment@imcap.ap.ssmb.com dl.gct.sg.gct.g2c.deployment@im' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1226489242_2_prt_month201506; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 39128 and value (limited to 100 characters): 'B8FE1D7C36DE34AC SMTP *CTI LATAM BCS Management dl.cti.latam.bcs.management@imcla.lac.nsroot.net D76' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid4002597080_2_prt_month201505; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 480775 and value (limited to 100 characters): '983FD397C18DED54 SMTP aa77156@imcap.ap.ssmb.com aa77156@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid3005081385_2_prt_month201506; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1110567 and value (limited to 100 characters): '7CEB84A76BED0FEE SMTP dl.ap.ph.rohq.all@imcap.ap.ssmb.com dl.ap.ph.rohq.all@imcap.ap.ssmb.com 67135C' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1955742280_2_prt_month201506; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 673627 and value (limited to 100 characters): '1AD5B2A972D76055 SMTP aa27965@imcap.ap.ssmb.com aa27965@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1523296997_2_prt_month201602; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 729073 and value (limited to 100 characters): ' sj44647@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com  Regioncode=APAC EDDE629C3A65656F Countrycode=' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid3005081385_2_prt_month201406; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 654443 and value (limited to 100 characters): 'CCFD362D7571CC12 SMTP aa43838@imceu.eu.ssmb.com aa43838@imceu.eu.ssmb.com FFDED819 imceu.eu.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1753191981_2_prt_month201406; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 285491 and value (limited to 100 characters): 'D99F035C61CE3AA9 SMTP dl.gct.sg.gct.g2c.deployment@imcap.ap.ssmb.com dl.gct.sg.gct.g2c.deployment@im' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid554512484_2_prt_month201406; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 398178 and value (limited to 100 characters): '69F476B6677D3317 SMTP 41319c@iuo.ssmb.com 41319c@iuo.ssmb.com 273531E2 iuo.ssmb.com   7347295AA853D0' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2263588074_2_prt_month201405; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 450895 and value (limited to 100 characters): '3D0469ACE14540A9 SMTP dl.gcb.emea.hub.rainbow.stls@imceu.eu.ssmb.com dl.gcb.emea.hub.rainbow.stls@im' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid3005081385_2_prt_month201405; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 2390183 and value (limited to 100 characters): 'C09F11FB674D896B SMTP dl.cmb.global.cat.users@imcla.lac.nsroot.net dl.cmb.global.cat.users@imcla.lac' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1955742280_2_prt_month201405; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 101181 and value (limited to 100 characters): 'D0FDC08EBAF846EB SMTP aa16593@imcla.lac.nsroot.net aa16593@imcla.lac.nsroot.net D760103B imcla.lac.n' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid821590848_2_prt_month201405; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 278358 and value (limited to 100 characters): 'CD436E33C0553368 SMTP ab91000@imcla.lac.nsroot.net ab91000@imcla.lac.nsroot.net D760103B imcla.lac.n' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1753191981_2_prt_month201405; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 860822 and value (limited to 100 characters): 'C571962F623BD904 SMTP algo.development@imceu.eu.ssmb.com algo.development@imceu.eu.ssmb.com FFDED819' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2735232970_2_prt_month201405; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 30472 and value (limited to 100 characters): 'DD0200695D3A9601 SMTP aa21980@imcap.ap.ssmb.com aa21980@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_merged_1_prt_28; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_28" does not exist ===>>  ANALYZE public.folderdocument_upds; ===>> ERROR:  relation "public.folderdocument_upds" does not exist ===>>  ANALYZE public.folderdocument_upds_ext; ===>> ERROR:  relation "public.folderdocument_upds_ext" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_27; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_27" does not exist ===>>  ANALYZE public.folderdocument_upds; ===>> ERROR:  relation "public.folderdocument_upds" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_11; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_11" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_12; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_12" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_13; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_13" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_14; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_14" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_15; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_15" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_16; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_16" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_17; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_17" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_18; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_18" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_19; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_19" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_20; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_20" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_21; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_21" does not exist ===>>  ANALYZE public.folderdocument_merged; ===>> ERROR:  relation "public.folderdocument_merged" does not exist ===>>  ANALYZE public.folderdocument_partition; ===>> ERROR:  relation "public.folderdocument_partition" does not exist ===>>  ANALYZE public.folderdocument_upds2; ===>> ERROR:  relation "public.folderdocument_upds2" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_26; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_26" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_outlying_date; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_outlying_date" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_2; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_2" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_3; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_3" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_4; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_4" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_5; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_5" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_6; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_6" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_7; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_7" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_8; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_8" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_9; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_9" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_10; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_10" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_24; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_24" does not exist ===>>  ANALYZE public.folderdocument_merged_1_prt_25; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_25" does not exist ===>> -- ===>> 

 ANALYZE public.folderdocument_merged_1_prt_22; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_22" does not exist ===>> -- ===>> 

 ANALYZE public.folderdocument_merged_1_prt_23; ===>> ERROR:  relation "public.folderdocument_merged_1_prt_23" does not exist ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2272465491_2_prt_month201309; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 683462 and value (limited to 100 characters): ' [GCG-NAOT NE] nd33743@imcap.ap.ssmb.com 67135C3C imcap.ap.ssmb.com  BrokerDealer=False 67AA85AC2CBD' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2272465491_2_prt_month201311; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 2534680 and value (limited to 100 characters): '     B9EA6E20A0BC38F1 SMTP Fretwell, Mark [GCG-NAOT NE] mf95050@imcnam.ssmb.com 5E616A59 imcnam.ssmb' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2272465491_2_prt_month201402; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1030042 and value (limited to 100 characters): 'FA6E26A18B7F4D93 SMTP aa03872@imcnam.ssmb.com aa03872@imcnam.ssmb.com 5E616A59 imcnam.ssmb.com  Regi' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1753191981_2_prt_month201403; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 2010610 and value (limited to 100 characters): 'E603957B9C9FE7F8 SMTP apcibapgfmtsupport@imcap.ap.ssmb.com apcibapgfmtsupport@imcap.ap.ssmb.com 6713' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1753191981_2_prt_month201404; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1385220 and value (limited to 100 characters): 'D4BE2F9A6DC13EE8 SMTP dl.gts.bcc.global.sev.2.outage@imcnam.ssmb.com dl.gts.bcc.global.sev.2.outage@' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid1363475287_2_prt_month201309; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 1964147 and value (limited to 100 characters): '487D14229797B071 SMTP *gco_eu_research_gatekeeper@imceu.eu.ssmb.com *gco_eu_research_gatekeeper@imce' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2263588074_2_prt_month201309; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 691528 and value (limited to 100 characters): 'D99F035C61CE3AA9 SMTP dl.gct.sg.gct.g2c.deployment@imcap.ap.ssmb.com dl.gct.sg.gct.g2c.deployment@im' (string_wrapper.h:95) ===>> -- ===>> 

 ANALYZE public.folderdocument_1_prt_tid2263588074_2_prt_month201311; ===>> ERROR:  Unable to process string for comparison or sorting.  Error: Cannot allocate memory.  String has length 289850 and value (limited to 100 characters): 'F4647B3C61E90F96 SMTP dl.fi.mo.gfast@imcnam.ssmb.com dl.fi.mo.gfast@imcnam.ssmb.com 5E616A59 imcnam.' (string_wrapper.h:95) ===>> -- ===>> 

